,Winner,R_fighter,Fighter,Height,Reach,Stance,Weight,age,loss,win,draws,streak,cum_match_time,avg_cum_KD,avg_cum_Sub. att,avg_cum_Pass,avg_cum_Rev.,avg_cum_Sig. str. Hits,avg_cum_Sig. str. Attempts,avg_cum_Total str. Hits,avg_cum_Total str. Attempts,avg_cum_Td Hits,avg_cum_Td Attempts,avg_cum_Head Hits,avg_cum_Head Attempts,avg_cum_Body Hits,avg_cum_Body Attempts,avg_cum_Leg Hits,avg_cum_Leg Attempts,avg_cum_Distance Hits,avg_cum_Distance Attempts,avg_cum_Clinch Hits,avg_cum_Clinch Attempts,avg_cum_Ground Hits,avg_cum_Ground Attempts,eff_sig_str,eff_hits,eff_tds,eff_head,eff_leg,eff_body,eff_distance,eff_clinch,eff_ground,Fighter.1,Height.1,Reach.1,Stance.1,Weight.1,age.1,loss.1,win.1,draws.1,streak.1,cum_match_time.1,avg_cum_KD.1,avg_cum_Sub. att.1,avg_cum_Pass.1,avg_cum_Rev..1,avg_cum_Sig. str. Hits.1,avg_cum_Sig. str. Attempts.1,avg_cum_Total str. Hits.1,avg_cum_Total str. Attempts.1,avg_cum_Td Hits.1,avg_cum_Td Attempts.1,avg_cum_Head Hits.1,avg_cum_Head Attempts.1,avg_cum_Body Hits.1,avg_cum_Body Attempts.1,avg_cum_Leg Hits.1,avg_cum_Leg Attempts.1,avg_cum_Distance Hits.1,avg_cum_Distance Attempts.1,avg_cum_Clinch Hits.1,avg_cum_Clinch Attempts.1,avg_cum_Ground Hits.1,avg_cum_Ground Attempts.1,eff_sig_str.1,eff_hits.1,eff_tds.1,eff_head.1,eff_leg.1,eff_body.1,eff_distance.1,eff_clinch.1,eff_ground.1,WEIGHT_CLASS,title_bout,location,attendance,num_rounds,label,matches,matches.1
4329,win,Nick Osipczak,Nick Osipczak,74,76, Orthodox,170,24.89,0.0,1.0,0.0,1.0,3.67,0.0,2.72,2.72,0.0,38.15,81.74,46.32,89.92,2.72,2.72,8.17,35.42,8.17,19.07,21.8,27.25,2.72,24.52,35.42,54.5,0.0,2.72,0.47,0.52,1.0,0.23,0.8,0.43,0.11,0.65,0.0,Matthew Riddle,73,74, Southpaw,170,23.85,0.0,3.0,0.0,3.0,45.0,0.0,0.89,4.44,0.22,34.44,50.67,130.44,154.22,2.44,4.44,13.78,26.22,14.22,17.33,6.44,7.11,1.33,8.89,15.11,19.78,18.0,22.0,0.68,0.85,0.55,0.53,0.91,0.82,0.15,0.76,0.82,Welterweight,0.0,"Manchester, England, United Kingdom",16693.0,3,0,2.0,4.0
4330,win,Dennis Siver,Dennis Siver,66,70, Orthodox,145,30.86,3.0,3.0,0.0,2.0,41.150000000000006,0.49,0.49,1.46,0.24,24.79,78.49,67.8,126.85,0.49,1.46,16.52,65.86,1.7,3.89,6.56,8.75,17.98,64.16,2.19,5.1,4.62,9.23,0.32,0.53,0.33,0.25,0.75,0.44,0.28,0.43,0.5,Paul Kelly,69,70, Orthodox,155,25.19,1.0,3.0,0.0,2.0,52.269999999999996,0.0,0.57,1.53,0.77,33.67,87.81,83.99,143.68,1.34,2.1,24.68,77.48,6.12,6.89,2.87,3.44,9.95,43.24,6.31,10.9,17.41,33.67,0.38,0.58,0.64,0.32,0.83,0.89,0.23,0.58,0.52,Lightweight,0.0,"Manchester, England, United Kingdom",16693.0,3,0,7.0,5.0
4331,win,Alexander Gustafsson,Jared Hamman,75,75, Orthodox,185,27.71,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,88.24,250.0,88.24,250.0,0.0,0.0,44.12,191.18,0.0,14.71,44.12,44.12,88.24,250.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.23,1.0,0.0,0.35,0.0,0.0,Alexander Gustafsson,77,79, Orthodox,205,22.85,0.0,0.0,0.0,0.0,0.68,14.71,0.0,0.0,0.0,88.24,338.24,88.24,338.24,0.0,0.0,88.24,338.24,0.0,0.0,0.0,0.0,29.41,235.29,0.0,0.0,58.82,102.94,0.26,0.26,0.0,0.26,0.0,0.0,0.12,0.0,0.57,Light Heavyweight,0.0,"Manchester, England, United Kingdom",16693.0,3,1,1.0,1.0
4332,win,Andre Winner,Rolando Delgado,75,77, Orthodox,155,28.0,1.0,1.0,0.0,-1.0,22.3,0.45,2.69,3.14,0.45,13.0,24.66,38.57,52.91,0.9,4.04,6.28,14.35,5.83,8.52,0.9,1.79,8.52,18.83,0.9,0.9,3.59,4.93,0.53,0.73,0.22,0.44,0.5,0.68,0.45,1.0,0.73,Andre Winner,61,73, Orthodox,155,28.03,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,30.67,57.33,63.33,90.67,0.0,1.33,14.0,36.0,10.0,14.0,6.67,7.33,4.0,26.0,26.67,31.33,0.0,0.0,0.53,0.7,0.0,0.39,0.91,0.71,0.15,0.85,0.0,Lightweight,0.0,"Manchester, England, United Kingdom",16693.0,3,1,3.0,2.0
4333,win,Lyoto Machida,Mauricio Rua,73,76, Orthodox,205,27.93,1.0,2.0,0.0,2.0,33.82,0.89,0.59,0.3,0.0,33.41,61.8,54.41,84.86,1.77,4.44,20.4,47.31,7.1,7.69,5.91,6.8,19.52,42.28,7.1,8.87,6.8,10.64,0.54,0.64,0.4,0.43,0.87,0.92,0.46,0.8,0.64,Lyoto Machida,73,74, Southpaw,185,31.42,0.0,7.0,0.0,7.0,83.26,1.08,0.84,3.96,0.24,37.59,57.53,56.93,77.59,1.08,1.56,21.02,38.31,7.93,9.25,8.65,9.97,20.18,30.75,6.37,7.69,11.05,19.1,0.65,0.73,0.69,0.55,0.87,0.86,0.66,0.83,0.58,Light Heavyweight,1.0,"Los Angeles, California, USA",14892.0,5,1,4.0,8.0
4334,win,Cain Velasquez,Cain Velasquez,73,77, Orthodox,240,27.26,0.0,4.0,0.0,4.0,26.77,1.12,0.75,5.98,0.0,66.12,102.35,196.49,249.91,3.36,5.6,47.07,82.18,10.09,11.21,8.97,8.97,13.82,33.62,20.55,25.78,31.75,42.96,0.65,0.79,0.6,0.57,1.0,0.9,0.41,0.8,0.74,Ben Rothwell,76,78, Orthodox,265,28.04,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,5.03,35.18,5.03,35.18,0.0,0.0,5.03,35.18,0.0,0.0,0.0,0.0,5.03,31.83,0.0,3.35,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.16,0.0,0.0,Heavyweight,0.0,"Los Angeles, California, USA",14892.0,3,0,5.0,1.0
4335,win,Gleison Tibau,Gleison Tibau,61,71, Southpaw,155,26.07,4.0,5.0,0.0,-1.0,96.85000000000001,0.0,0.83,4.34,0.1,11.15,32.73,45.74,71.24,3.72,6.4,9.19,30.25,1.14,1.55,0.83,0.93,3.72,19.2,1.34,2.07,6.09,11.46,0.34,0.64,0.58,0.3,0.89,0.73,0.19,0.65,0.53,Josh Neer,61,72, Orthodox,170,26.61,5.0,4.0,0.0,-1.0,101.21,0.1,1.09,0.49,0.2,26.58,58.69,45.05,78.35,0.89,1.88,20.65,51.28,2.96,4.05,2.96,3.36,8.2,27.57,7.41,13.24,10.97,17.88,0.45,0.58,0.47,0.4,0.88,0.73,0.3,0.56,0.61,Lightweight,0.0,"Los Angeles, California, USA",14892.0,3,0,10.0,10.0
4336,win,Joe Stevenson,Joe Stevenson,67,70, Orthodox,145,27.38,4.0,7.0,0.0,1.0,108.6,0.09,1.57,1.75,0.46,20.9,46.69,40.98,69.98,2.21,4.14,14.92,39.23,3.13,4.6,2.85,2.85,8.47,27.44,2.76,4.24,9.67,15.01,0.45,0.59,0.53,0.38,1.0,0.68,0.31,0.65,0.64,Spencer Fisher,67,70, Southpaw,155,33.48,3.0,8.0,0.0,3.0,124.05000000000001,0.24,0.64,1.37,0.16,32.0,70.05,53.04,93.27,0.56,1.77,16.28,50.46,11.21,14.35,4.51,5.24,17.82,48.05,10.08,14.83,4.11,7.17,0.46,0.57,0.32,0.32,0.86,0.78,0.37,0.68,0.57,Lightweight,0.0,"Los Angeles, California, USA",14892.0,3,0,12.0,12.0
4337,win,Anthony Johnson,Anthony Johnson,74,78, Orthodox,205,25.65,2.0,4.0,0.0,2.0,37.85,1.32,0.79,0.79,0.26,38.84,76.88,76.62,119.68,2.38,2.91,22.19,56.01,8.19,10.3,8.45,10.57,22.99,53.1,6.61,8.19,9.25,15.59,0.51,0.64,0.82,0.4,0.8,0.79,0.43,0.81,0.59,Yoshiyuki Yoshida,61,70, Southpaw,170,35.48,1.0,2.0,0.0,1.0,5.58,0.0,3.58,3.58,1.79,19.71,46.59,19.71,46.59,1.79,1.79,3.58,17.92,10.75,14.34,5.38,14.34,10.75,35.84,8.96,10.75,0.0,0.0,0.42,0.42,1.0,0.2,0.38,0.75,0.3,0.83,0.0,Welterweight,0.0,"Los Angeles, California, USA",14892.0,3,0,7.0,4.0
4338,win,Ryan Bader,Ryan Bader,74,74, Orthodox,205,26.4,0.0,2.0,0.0,2.0,17.3,0.58,1.16,5.78,0.0,22.54,49.71,58.96,87.86,2.89,4.05,15.03,40.46,1.73,3.47,5.78,5.78,12.14,32.37,0.58,1.73,9.83,15.61,0.45,0.67,0.71,0.37,1.0,0.5,0.38,0.33,0.63,Eric Schafer,75,75, Orthodox,185,32.12,2.0,3.0,0.0,2.0,23.07,0.0,3.03,5.2,0.87,29.91,43.78,77.16,92.76,2.17,7.37,21.24,32.51,4.77,6.5,3.9,4.77,3.9,7.37,5.2,7.8,20.81,28.61,0.68,0.83,0.29,0.65,0.82,0.73,0.53,0.67,0.73,Light Heavyweight,0.0,"Los Angeles, California, USA",14892.0,3,0,3.0,6.0
4339,win,Pat Barry,Pat Barry,61,74, Orthodox,235,30.32,1.0,1.0,0.0,-1.0,4.3,0.0,0.0,0.0,0.0,20.93,55.81,20.93,55.81,0.0,0.0,9.3,39.53,2.33,4.65,9.3,11.63,20.93,55.81,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.24,0.8,0.5,0.38,0.0,0.0,Antoni Hardonk,76,78, Orthodox,245,33.74,3.0,4.0,0.0,-1.0,43.69,0.69,0.69,0.23,0.23,33.19,48.29,42.8,58.82,0.0,0.0,19.23,32.5,8.01,9.38,5.95,6.41,11.9,21.52,15.56,20.6,5.72,6.18,0.69,0.73,0.0,0.59,0.93,0.85,0.55,0.76,0.93,Heavyweight,0.0,"Los Angeles, California, USA",14892.0,3,0,3.0,8.0
4340,win,Chael Sonnen,Chael Sonnen,73,74, Southpaw,205,32.58,3.0,2.0,0.0,1.0,45.230000000000004,0.0,0.0,1.11,0.0,19.24,41.12,77.38,109.44,2.87,6.19,13.93,34.27,2.43,3.76,2.87,3.1,4.64,11.5,1.55,2.65,13.04,26.97,0.47,0.71,0.46,0.41,0.93,0.65,0.4,0.58,0.48,Yushin Okami,74,75, Southpaw,170,28.28,1.0,7.0,0.0,3.0,108.72,0.18,0.64,2.94,0.0,21.8,49.39,49.21,79.65,1.56,2.67,16.1,42.68,3.4,3.96,2.3,2.76,9.29,31.82,4.51,5.06,8.0,12.51,0.44,0.62,0.59,0.38,0.83,0.86,0.29,0.89,0.64,Middleweight,0.0,"Los Angeles, California, USA",14892.0,3,0,6.0,9.0
4341,win,Jorge Rivera,Rob Kimmons,61,73, Orthodox,185,28.75,1.0,2.0,0.0,1.0,7.32,0.0,8.2,1.37,0.0,21.86,39.62,53.28,71.04,1.37,2.73,19.13,35.52,1.37,2.73,1.37,1.37,6.83,16.39,4.1,8.2,10.93,15.03,0.55,0.75,0.5,0.54,1.0,0.5,0.42,0.5,0.73,Jorge Rivera,73,73, Orthodox,185,37.68,5.0,5.0,0.0,1.0,69.85999999999999,0.57,0.14,0.43,0.29,34.93,60.12,63.99,92.61,0.86,1.72,19.9,41.65,9.16,10.74,5.87,7.73,9.3,22.19,17.89,25.91,7.73,12.02,0.58,0.69,0.5,0.48,0.76,0.85,0.42,0.69,0.64,Middleweight,0.0,"Los Angeles, California, USA",14892.0,3,1,4.0,11.0
4342,win,Kyle Kingsbury,Razak Al-Hassan,74,0, Orthodox,205,27.47,1.0,0.0,0.0,-1.0,4.07,0.0,0.0,0.0,0.0,31.94,137.59,36.86,142.51,0.0,2.46,12.29,113.02,4.91,7.37,14.74,17.2,29.48,130.22,2.46,7.37,0.0,0.0,0.23,0.26,0.0,0.11,0.86,0.67,0.23,0.33,0.0,Kyle Kingsbury,76,76, Orthodox,205,27.61,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,6.67,14.67,67.33,77.33,0.0,0.0,4.0,12.0,2.0,2.0,0.67,0.67,0.67,6.67,3.33,5.33,2.67,2.67,0.45,0.87,0.0,0.33,1.0,1.0,0.1,0.62,1.0,Light Heavyweight,0.0,"Los Angeles, California, USA",14892.0,3,1,2.0,2.0
4343,win,Stefan Struve,Chase Gormley,75,0, Orthodox,265,0.0,0.0,0.0,0.0,0.0,4.07,0.0,2.46,0.0,0.0,19.66,56.51,24.57,68.8,2.46,2.46,9.83,39.31,9.83,17.2,0.0,0.0,2.46,14.74,4.91,4.91,12.29,36.86,0.35,0.36,1.0,0.25,0.0,0.57,0.17,1.0,0.33,Stefan Struve,73,84, Orthodox,265,21.7,1.0,1.0,0.0,1.0,8.52,0.0,8.22,1.17,1.17,4.69,8.22,43.43,51.64,0.0,1.17,1.17,3.52,3.52,4.69,0.0,0.0,3.52,7.04,1.17,1.17,0.0,0.0,0.57,0.84,0.0,0.33,0.0,0.75,0.5,1.0,0.0,Heavyweight,0.0,"Los Angeles, California, USA",14892.0,3,1,1.0,3.0
4344,win,Vitor Belfort,Vitor Belfort,72,74, Southpaw,185,32.49,4.0,7.0,0.0,-2.0,62.86,0.64,0.95,1.43,0.16,16.86,31.5,25.14,40.25,0.95,1.27,14.32,28.64,0.95,1.11,1.59,1.75,4.77,12.57,5.09,9.07,7.0,9.86,0.54,0.62,0.75,0.5,0.91,0.86,0.38,0.56,0.71,Rich Franklin,73,75, Southpaw,185,34.98,3.0,12.0,0.0,1.0,152.18,0.59,0.13,1.31,0.2,43.44,94.49,57.89,110.4,0.79,1.12,27.66,75.31,10.51,13.41,5.26,5.78,27.07,69.72,9.59,14.33,6.77,10.45,0.46,0.52,0.71,0.37,0.91,0.78,0.39,0.67,0.65,Catch Weight,0.0,"Dallas, Texas, USA",17428.0,3,0,12.0,16.0
4345,win,Junior Dos Santos,Junior Dos Santos,76,77, Orthodox,238,25.65,0.0,2.0,0.0,2.0,2.25,13.33,0.0,0.0,0.0,84.44,128.89,84.44,128.89,0.0,0.0,62.22,93.33,13.33,26.67,8.89,8.89,40.0,66.67,17.78,31.11,26.67,31.11,0.66,0.66,0.0,0.67,1.0,0.5,0.6,0.57,0.86,Mirko Cro Cop,74,73, Southpaw,230,35.05,2.0,2.0,0.0,1.0,27.5,0.73,0.0,1.45,0.0,18.91,40.0,36.0,57.09,0.73,0.73,14.18,32.73,3.64,5.09,1.09,2.18,12.0,26.91,2.55,5.45,4.36,7.64,0.47,0.63,1.0,0.43,0.5,0.71,0.45,0.47,0.57,Heavyweight,0.0,"Dallas, Texas, USA",17428.0,3,0,3.0,5.0
4346,win,Paul Daley,Paul Daley,69,76, Orthodox,170,26.59,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,107.14,250.0,115.08,257.94,0.0,0.0,99.21,238.1,7.94,11.9,0.0,0.0,75.4,198.41,31.75,51.59,0.0,0.0,0.43,0.45,0.0,0.42,0.0,0.67,0.38,0.62,0.0,Martin Kampmann,72,72, Orthodox,170,27.44,1.0,6.0,0.0,2.0,49.33,0.41,2.43,2.43,0.41,40.34,78.45,58.59,98.72,1.62,1.82,30.61,66.9,6.89,8.72,2.84,2.84,21.08,51.69,7.7,11.35,11.55,15.41,0.51,0.59,0.89,0.46,1.0,0.79,0.41,0.68,0.75,Welterweight,0.0,"Dallas, Texas, USA",17428.0,3,0,1.0,8.0
4347,win,Josh Koscheck,Frank Trigg,69,71, Southpaw,170,37.39,3.0,2.0,0.0,-2.0,23.560000000000002,0.42,0.85,1.7,0.42,28.44,53.9,53.48,80.22,0.85,1.27,23.77,46.69,4.24,6.79,0.42,0.42,2.97,14.01,6.37,9.76,19.1,30.14,0.53,0.67,0.67,0.51,1.0,0.62,0.21,0.65,0.63,Josh Koscheck,61,73, Orthodox,170,31.82,4.0,10.0,0.0,-1.0,130.48,0.23,0.38,2.84,0.08,19.54,48.67,41.46,72.04,2.07,3.68,15.1,42.84,2.84,3.91,1.61,1.92,9.2,34.18,0.92,1.53,9.43,12.95,0.4,0.58,0.56,0.35,0.84,0.73,0.27,0.6,0.73,Welterweight,0.0,"Dallas, Texas, USA",17428.0,3,1,6.0,15.0
4348,win,Tyson Griffin,Tyson Griffin,66,68, Orthodox,145,25.43,2.0,6.0,0.0,1.0,106.83,0.0,0.75,0.09,0.09,38.57,95.1,61.22,118.97,1.12,2.43,21.25,72.73,9.74,13.39,7.58,8.99,28.36,80.31,4.96,6.65,5.24,8.14,0.41,0.51,0.46,0.29,0.84,0.73,0.35,0.75,0.64,Hermes Franca,66,71, Orthodox,155,35.09,4.0,6.0,0.0,1.0,141.12,0.28,1.63,0.64,0.35,17.5,41.67,47.26,73.77,1.13,2.98,11.9,34.23,1.77,2.27,3.83,5.17,12.47,31.6,2.98,5.1,2.05,4.96,0.42,0.64,0.38,0.35,0.74,0.78,0.39,0.58,0.41,Lightweight,0.0,"Dallas, Texas, USA",17428.0,3,0,9.0,11.0
4349,win,Efrain Escudero,Cole Miller,73,74, Orthodox,145,25.42,1.0,4.0,0.0,2.0,42.67,0.23,3.75,3.52,1.41,19.22,62.34,35.15,79.45,0.47,1.17,14.06,53.43,3.75,7.5,1.41,1.41,7.73,41.48,2.58,6.56,8.91,14.3,0.31,0.44,0.4,0.26,1.0,0.5,0.19,0.39,0.62,Efrain Escudero,69,70, Orthodox,155,23.69,0.0,1.0,0.0,1.0,15.0,0.0,0.0,3.33,0.0,18.0,30.0,54.0,69.33,4.67,5.33,6.0,14.67,2.67,5.33,9.33,10.0,2.67,8.67,4.0,6.0,11.33,15.33,0.6,0.78,0.88,0.41,0.93,0.5,0.31,0.67,0.74,Lightweight,0.0,"Dallas, Texas, USA",17428.0,3,1,6.0,2.0
4350,win,Tomasz Drwal,Drew McFedries,72,72, Southpaw,185,31.17,4.0,4.0,0.0,1.0,15.02,3.99,0.67,0.67,0.0,60.59,109.85,71.24,120.51,1.33,1.33,47.94,94.54,7.32,8.66,5.33,6.66,27.3,62.58,16.64,25.97,16.64,21.3,0.55,0.59,1.0,0.51,0.8,0.85,0.44,0.64,0.78,Tomasz Drwal,73,76, Orthodox,205,27.68,1.0,2.0,0.0,2.0,16.21,0.62,0.0,2.47,0.0,51.82,129.55,65.39,144.36,3.7,4.94,40.72,116.59,4.94,6.79,6.17,6.17,22.83,76.5,16.04,33.93,12.95,19.12,0.4,0.45,0.75,0.35,1.0,0.73,0.3,0.47,0.68,Middleweight,0.0,"Dallas, Texas, USA",17428.0,3,1,9.0,4.0
4351,win,Jim Miller,Steve Lopez,61,0, Orthodox,155,25.16,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,10.34,84.48,25.86,101.72,0.0,0.0,6.9,72.41,3.45,12.07,0.0,0.0,10.34,81.03,0.0,3.45,0.0,0.0,0.12,0.25,0.0,0.1,0.0,0.29,0.13,0.0,0.0,Jim Miller,68,71, Southpaw,155,26.07,1.0,3.0,0.0,1.0,58.32,0.0,1.54,3.26,0.17,23.66,61.04,48.35,88.82,2.57,4.63,15.95,50.93,3.94,5.83,3.77,4.29,9.6,36.52,4.97,8.74,9.09,15.78,0.39,0.54,0.56,0.31,0.88,0.68,0.26,0.57,0.58,Lightweight,0.0,"Dallas, Texas, USA",17428.0,3,1,1.0,5.0
4352,win,Nik Lentz,Rafaello Oliveira,68,71, Orthodox,155,27.67,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.67,19.33,73.33,60.67,125.33,2.67,4.67,16.0,67.33,2.0,4.0,1.33,2.0,12.0,50.0,4.67,14.67,2.67,8.67,0.26,0.48,0.57,0.24,0.67,0.5,0.24,0.32,0.31,Nik Lentz,68,68, Orthodox,155,25.12,0.0,0.0,0.0,0.0,15.0,0.0,2.67,1.33,0.0,44.67,90.67,82.67,131.33,2.67,3.33,23.33,64.0,16.0,18.0,5.33,8.67,24.0,60.67,8.67,14.0,12.0,16.0,0.49,0.63,0.8,0.36,0.62,0.89,0.4,0.62,0.75,Lightweight,0.0,"Dallas, Texas, USA",17428.0,3,1,1.0,1.0
4353,win,Rick Story,Brian Foster,69,71, Orthodox,170,25.48,0.0,0.0,0.0,0.0,6.15,0.0,1.63,0.0,0.0,9.76,76.42,26.02,92.68,0.0,3.25,6.5,68.29,3.25,6.5,0.0,1.63,8.13,66.67,1.63,8.13,0.0,1.63,0.13,0.28,0.0,0.1,0.0,0.5,0.12,0.2,0.0,Rick Story,69,71, Southpaw,170,25.08,1.0,0.0,0.0,-1.0,15.0,0.0,3.33,0.67,2.0,14.0,44.67,31.33,62.67,2.67,2.67,6.0,33.33,7.33,10.67,0.67,0.67,7.33,30.0,3.33,6.0,3.33,8.67,0.31,0.5,1.0,0.18,1.0,0.69,0.24,0.56,0.38,Welterweight,0.0,"Dallas, Texas, USA",17428.0,3,1,1.0,2.0
4354,win,Eliot Marshall,Jason Brilz,61,71, Orthodox,205,34.23,0.0,2.0,0.0,2.0,22.9,0.0,0.87,5.68,0.0,29.69,63.32,88.65,127.07,2.18,3.93,19.65,51.09,5.24,6.11,4.8,6.11,3.93,28.82,6.99,9.17,18.78,25.33,0.47,0.7,0.56,0.38,0.79,0.86,0.14,0.76,0.74,Eliot Marshall,74,77, Orthodox,205,29.22,0.0,2.0,0.0,2.0,16.45,0.0,1.22,1.82,0.0,31.61,108.81,35.26,112.46,0.61,0.61,18.84,91.79,3.65,7.9,9.12,9.12,29.79,106.38,1.22,1.82,0.61,0.61,0.29,0.31,1.0,0.21,1.0,0.46,0.28,0.67,1.0,Light Heavyweight,0.0,"Dallas, Texas, USA",17428.0,3,1,3.0,3.0
4355,win,Vladimir Matyushenko,Igor Pokrajac,72,76, Orthodox,205,30.73,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.33,0.67,11.33,43.33,18.67,52.0,0.67,1.33,7.33,38.0,1.33,1.33,2.67,4.0,8.67,40.0,2.0,2.67,0.67,0.67,0.26,0.36,0.5,0.19,0.67,1.0,0.22,0.75,1.0,Vladimir Matyushenko,72,74, Orthodox,205,38.73,2.0,3.0,0.0,-1.0,61.15,0.0,0.0,1.47,0.0,14.55,26.82,61.65,78.5,1.8,6.05,9.98,21.26,2.29,3.11,2.29,2.45,3.76,12.43,3.92,5.23,6.87,9.16,0.54,0.79,0.3,0.47,0.93,0.74,0.3,0.75,0.75,Light Heavyweight,0.0,"Dallas, Texas, USA",17428.0,3,1,1.0,6.0
4356,win,Rafael Dos Anjos,Rafael Dos Anjos,68,70, Southpaw,170,24.92,2.0,0.0,0.0,-2.0,25.65,0.0,1.95,1.17,0.39,13.65,59.26,25.73,72.12,1.56,2.73,8.58,51.46,1.56,3.12,3.51,4.68,12.09,55.36,1.56,3.9,0.0,0.0,0.23,0.36,0.57,0.17,0.75,0.5,0.22,0.4,0.0,Rob Emerson,69,70, Orthodox,155,28.16,1.0,2.0,1.0,-1.0,29.08,0.34,0.34,0.0,0.0,37.14,104.2,42.64,110.04,1.03,2.06,21.66,87.69,3.44,4.13,12.04,12.38,33.01,96.29,2.06,4.13,2.06,3.78,0.36,0.39,0.5,0.25,0.97,0.83,0.34,0.5,0.55,Lightweight,0.0,"Dallas, Texas, USA",17428.0,3,0,3.0,5.0
4357,win,Nate Diaz,Nate Diaz,72,76, Southpaw,170,24.44,2.0,5.0,0.0,-2.0,66.25,0.15,1.66,1.36,0.3,17.51,41.81,56.75,84.53,1.51,4.23,11.32,33.51,3.32,5.13,2.87,3.17,7.25,27.02,7.25,9.81,3.02,4.98,0.42,0.67,0.36,0.34,0.9,0.65,0.27,0.74,0.61,Melvin Guillard,69,68, Orthodox,155,26.48,3.0,5.0,0.0,2.0,40.61,1.23,0.25,0.74,0.0,21.92,61.07,25.36,64.76,2.46,3.2,15.51,52.2,2.95,4.92,3.45,3.94,11.33,39.89,2.46,4.92,8.13,16.25,0.36,0.39,0.77,0.3,0.88,0.6,0.28,0.5,0.5,Lightweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,8.0,9.0
4358,win,Gray Maynard,Gray Maynard,69,70, Orthodox,155,30.38,0.0,5.0,1.0,5.0,65.8,0.3,0.91,4.1,0.46,19.3,49.39,40.58,73.4,2.89,3.34,14.59,43.47,4.56,5.78,0.15,0.15,9.57,31.16,2.43,3.95,7.29,14.29,0.39,0.55,0.86,0.34,1.0,0.79,0.31,0.62,0.51,Roger Huerta,69,70, Orthodox,155,26.35,1.0,6.0,0.0,-1.0,76.5,0.0,0.39,3.4,0.65,38.3,97.39,72.81,141.7,1.7,3.66,30.85,85.75,4.97,7.97,2.48,3.66,15.29,54.12,4.71,9.8,18.3,33.46,0.39,0.51,0.46,0.36,0.68,0.62,0.28,0.48,0.55,Lightweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,7.0,8.0
4359,win,Carlos Condit,Jake Ellenberger,69,71, Orthodox,170,24.49,0.0,0.0,0.0,0.0,15.0,1.33,2.0,0.0,2.0,18.67,39.33,36.67,62.0,2.0,2.67,15.33,34.0,2.0,4.0,1.33,1.33,7.33,18.0,3.33,7.33,8.0,14.0,0.47,0.59,0.75,0.45,1.0,0.5,0.41,0.45,0.57,Carlos Condit,74,75, Orthodox,170,25.41,1.0,0.0,0.0,-1.0,15.0,0.0,2.0,2.67,0.0,23.33,57.33,47.33,82.67,2.0,2.67,13.33,46.67,8.67,9.33,1.33,1.33,14.0,36.67,4.0,14.67,5.33,6.0,0.41,0.57,0.75,0.29,1.0,0.93,0.38,0.27,0.89,Welterweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,1,1.0,2.0
4360,win,Nate Quarry,Nate Quarry,72,72, Open Stance,185,37.52,2.0,6.0,0.0,1.0,39.57,1.01,0.0,0.25,0.0,57.11,118.02,72.02,133.18,0.25,0.51,30.58,86.93,10.61,13.39,15.92,17.69,42.2,92.75,8.59,14.4,6.32,10.87,0.48,0.54,0.5,0.35,0.9,0.79,0.46,0.6,0.58,Tim Credeur,75,75, Orthodox,185,32.21,0.0,3.0,0.0,3.0,20.65,0.48,3.39,0.97,0.0,38.74,115.25,43.1,120.1,0.48,0.48,30.99,104.12,5.81,9.2,1.94,1.94,32.93,105.57,3.87,5.33,1.94,4.36,0.34,0.36,1.0,0.3,1.0,0.63,0.31,0.73,0.44,Middleweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,9.0,4.0
4361,win,Brian Stann,Brian Stann,73,74, Orthodox,205,29.0,1.0,0.0,0.0,-1.0,3.88,0.0,0.0,0.0,0.0,20.62,46.39,36.08,61.86,0.0,0.0,10.31,33.51,2.58,2.58,7.73,10.31,10.31,33.51,10.31,12.89,0.0,0.0,0.44,0.58,0.0,0.31,0.75,1.0,0.31,0.8,0.0,Steve Cantwell,74,75, Orthodox,185,22.79,1.0,1.0,0.0,-1.0,19.07,0.0,0.52,1.05,0.0,44.05,114.32,46.15,116.41,0.52,0.52,24.12,90.72,10.49,12.06,9.44,11.54,41.95,111.17,1.05,1.57,1.05,1.57,0.39,0.4,1.0,0.27,0.82,0.87,0.38,0.67,0.67,Light Heavyweight,0.0,"Oklahoma City, Oklahoma, USA",9490.0,3,0,2.0,3.0
