,index,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
5020,5020,win,Brandon Vera,Justin Eilers,Heavyweight,KO/TKO,Kick,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Brandon Vera,1,0.7,0.0,0,0,0,7,10,7,10,0,0,3,4,2,3,2,3,4,7,2,2,1,1,Justin Eilers,0,0.57,0.0,0,0,0,4,7,8,11,0,0,0,3,0,0,4,4,0,3,4,4,0,0,1,00:01:25,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/235e4c69d5d945e8,0,1.42,10-10-1977,75,76, Orthodox,230,28-06-1978,73,0, Orthodox,235
5021,5021,win,Marcio Cruz,Frank Mir,Heavyweight,KO/TKO,Punches,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Marcio Cruz,0,0.7,0.5,0,1,0,31,44,72,87,1,2,22,35,9,9,0,0,1,6,0,0,30,38,Frank Mir,0,0.5,1.0,0,0,0,3,6,6,9,1,1,0,3,3,3,0,0,0,3,2,2,1,1,1,00:04:10,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/44592a74cda71275,0,4.17,24-04-1978,76,0, Orthodox,232,24-05-1979,75,79, Southpaw,264
5022,5022,win,Renato Sobral,Mike van Arsdale,Light Heavyweight,SUB,Rear Naked Choke,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Renato Sobral,0,0.75,0.0,1,1,1,9,12,11,14,0,1,1,3,1,2,7,7,2,3,6,7,1,2,Mike van Arsdale,0,0.25,0.0,0,1,0,1,4,3,6,0,1,1,4,0,0,0,0,1,4,0,0,0,0,1,00:02:21,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/357f438c15e1326f,0,2.35,07-09-1975,73,75, Orthodox,205,20-06-1965,74,0, Switch,205
5023,5023,win,Joe Riggs,Nick Diaz,Welterweight,U-DEC,,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Joe Riggs,0,0.43,0.37,0,0,0,51,116,69,135,3,8,42,105,9,11,0,0,28,70,21,40,2,6,Nick Diaz,1,0.35,0.0,1,0,0,38,106,126,200,0,7,23,82,10,17,5,7,15,68,21,34,2,4,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/d9499d55f9f53112,0,15.0,23-09-1982,72,70, Southpaw,185,02-08-1983,73,76, Southpaw,185
5024,5024,win,Alessio Sakara,Elvis Sinosic,Light Heavyweight,U-DEC,,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Alessio Sakara,0,0.47,1.0,0,3,0,70,146,146,234,9,9,61,136,8,9,1,1,21,42,2,2,47,102,Elvis Sinosic,0,0.35,0.0,0,0,0,13,37,151,185,0,0,3,25,0,0,10,12,11,35,2,2,0,0,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/14850f48b2bede47,0,15.0,02-09-1981,72,72, Orthodox,185,13-02-1971,75,77, Orthodox,205
5025,5025,win,Paul Buentello,Gilbert Aldana,Heavyweight,KO/TKO,Punches,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Paul Buentello,0,0.69,0.5,1,1,0,49,71,67,89,1,2,33,53,12,14,4,4,10,20,33,45,6,6,Gilbert Aldana,0,0.51,0.0,0,0,0,28,54,38,65,0,2,19,43,5,5,4,6,6,14,19,36,3,4,2,00:02:27,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/bb5ceaf835c0bb18,0,7.45,16-01-1974,74,77, Orthodox,245,25-08-1977,73,0, Orthodox,250
5026,5026,win,Jeff Monson,Branden Lee Hinkle,Heavyweight,SUB,North-South Choke,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Jeff Monson,0,0.9,0.33,1,2,1,10,11,28,31,1,3,3,4,6,6,1,1,0,0,3,4,7,7,Branden Lee Hinkle,0,0.62,0.0,1,1,0,5,8,10,13,0,0,3,6,2,2,0,0,0,3,2,2,3,3,1,00:04:35,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/d49bc8e4e5613614,0,4.58,18-01-1971,69,74, Orthodox,247,29-07-1973,75,0, Orthodox,235
5027,5027,win,Keith Jardine,Mike Whitehead,Light Heavyweight,U-DEC,,0.0,04-02-2006,"Las Vegas, Nevada, USA",11183.0,Keith Jardine,0,0.33,0.0,0,0,0,44,131,90,177,0,0,35,120,2,3,7,8,38,115,6,16,0,0,Mike Whitehead,0,0.36,0.41,0,3,0,27,73,37,83,5,12,15,58,8,9,4,6,22,63,3,7,2,3,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/a63ed5d48f00ad18,0,15.0,31-10-1975,74,76, Orthodox,185,29-06-1981,73,0, Orthodox,205
5028,5028,win,Tim Sylvia,Assuerio Silva,Heavyweight,U-DEC,,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Tim Sylvia,0,0.37,0.0,0,0,0,85,224,137,276,0,0,51,185,21,24,13,15,69,202,14,20,2,2,Assuerio Silva,0,0.45,0.0,0,0,0,36,79,43,86,0,5,9,39,16,24,11,16,32,73,4,6,0,0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/537012aa6fb20f00,0,15.0,05-03-1976,80,80, Orthodox,265,18-06-1974,61,0, Orthodox,241
5029,5029,win,Stephan Bonnar,James Irvin,Light Heavyweight,SUB,Kimura,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Stephan Bonnar,0,0.4,0.66,2,3,0,2,5,22,25,2,3,2,5,0,0,0,0,0,3,0,0,2,2,James Irvin,0,0.83,0.0,0,0,0,5,6,8,9,0,0,1,2,3,3,1,1,2,3,3,3,0,0,1,00:04:30,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/bd5afec6940c5d32,0,4.5,04-04-1977,76,78, Orthodox,205,12-09-1978,74,75, Orthodox,205
5030,5030,win,Joshua Burkman,Drew Fickett,Welterweight,SUB,Guillotine Choke,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Joshua Burkman,0,0.77,0.0,1,0,0,7,9,8,10,0,0,1,3,0,0,6,6,3,5,4,4,0,0,Drew Fickett,0,0.25,0.0,0,0,0,2,8,2,8,0,0,1,5,1,2,0,1,1,7,1,1,0,0,1,00:01:07,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/fbd75b08f377d149,0,1.12,10-04-1980,61,72, Orthodox,170,14-12-1979,61,70, Orthodox,155
5031,5031,win,Chris Leben,Jorge Rivera,Middleweight,KO/TKO,Punch,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Chris Leben,1,0.58,1.0,0,1,0,10,17,16,23,1,1,6,11,4,6,0,0,0,5,5,7,5,5,Jorge Rivera,0,0.5,0.0,0,0,0,5,10,6,11,0,0,3,8,2,2,0,0,2,6,3,4,0,0,1,00:01:44,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/0582b78dc635301b,0,1.73,21-07-1980,61,74, Southpaw,185,28-02-1972,73,73, Orthodox,185
5032,5032,win,Josh Neer,Melvin Guillard,Welterweight,SUB,Triangle Choke,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Josh Neer,0,0.33,1.0,2,1,0,3,9,8,14,1,1,2,8,0,0,1,1,2,7,0,0,1,2,Melvin Guillard,0,0.21,1.0,0,0,0,11,51,12,53,2,2,5,41,1,5,5,5,6,32,1,3,4,16,1,00:04:20,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e55b69543aa74907,0,4.33,24-03-1983,61,72, Orthodox,170,30-03-1983,69,68, Orthodox,155
5033,5033,win,Duane Ludwig,Jonathan Goulet,Welterweight,KO/TKO,Punch,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Duane Ludwig,1,1.0,0.0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,Jonathan Goulet,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,00:00:11,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/392089df68b1a721,0,0.18,04-08-1978,61,70, Orthodox,170,13-07-1979,72,73, Orthodox,170
5034,5034,win,Spencer Fisher,Aaron Riley,Welterweight,KO/TKO,,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Spencer Fisher,0,0.38,0.0,0,0,0,25,65,30,70,0,0,13,51,10,12,2,2,18,54,7,11,0,0,Aaron Riley,0,0.39,0.5,0,1,0,9,23,17,32,2,4,2,15,4,5,3,3,1,13,7,9,1,1,1,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/52125c3e41a1bd1e,0,5.0,09-05-1976,67,70, Southpaw,155,09-12-1980,68,69, Southpaw,155
5035,5035,win,Jason Von Flue,Alex Karalexis,Welterweight,SUB,Other - Choke,0.0,16-01-2006,"Las Vegas, Nevada, USA",1500.0,Jason Von Flue,0,0.41,0.0,2,1,0,28,68,50,90,0,2,18,51,10,17,0,0,13,42,15,26,0,0,Alex Karalexis,0,0.3,0.2,3,1,0,18,60,35,77,1,5,14,54,2,4,2,2,6,39,10,19,2,2,3,00:01:17,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d0fcabb07a3e9500,0,11.28,01-08-1975,72,0, Orthodox,170,20-09-1977,68,66, Orthodox,155
5036,5036,win,Rich Franklin,Nate Quarry,Middleweight,KO/TKO,Punch,1.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Rich Franklin,2,0.38,0.0,0,0,0,13,34,15,36,0,0,10,30,2,2,1,2,8,29,3,3,2,2,Nate Quarry,0,0.2,0.0,0,0,0,4,20,4,20,0,0,3,17,1,2,0,1,2,16,2,4,0,0,1,00:02:34,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/2dfda46cbc17bc99,0,2.57,05-10-1974,73,75, Southpaw,185,18-03-1972,72,72, Open Stance,185
5037,5037,win,Gabriel Gonzaga,Kevin Jordan,Heavyweight,KO/TKO,Punch,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Gabriel Gonzaga,1,0.41,0.22,2,7,0,23,56,63,98,2,9,13,44,1,1,9,11,11,34,1,3,11,19,Kevin Jordan,0,0.33,0.0,0,0,0,18,53,19,54,0,0,15,49,2,2,1,2,17,52,1,1,0,0,3,00:04:39,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/670db5afcb26df7c,0,14.65,18-05-1979,74,76, Orthodox,242,31-12-1970,75,0, Orthodox,245
5038,5038,win,Matt Hughes,Joe Riggs,Welterweight,SUB,Kimura,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Matt Hughes,0,0.61,1.0,2,1,0,8,13,9,14,1,1,1,6,7,7,0,0,2,6,1,1,5,6,Joe Riggs,0,0.2,0.0,0,0,0,1,5,1,5,0,0,0,4,1,1,0,0,0,4,1,1,0,0,1,00:03:28,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/8062a7852a8b1560,0,3.47,13-10-1973,69,73, Switch,170,23-09-1982,72,70, Southpaw,185
5039,5039,win,Georges St-Pierre,Sean Sherk,Welterweight,KO/TKO,Elbows,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Georges St-Pierre,0,0.52,0.75,0,1,0,58,111,78,132,3,4,45,98,11,11,2,2,34,72,7,7,17,32,Sean Sherk,0,0.36,0.0,0,0,0,20,55,32,67,0,3,5,37,6,6,9,12,13,45,7,8,0,2,2,00:02:53,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/388df822e50b04f8,0,7.88,19-05-1981,61,76, Orthodox,185,05-08-1973,66,67, Orthodox,155
5040,5040,win,Jeremy Horn,Trevor Prangley,Middleweight,U-DEC,,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Jeremy Horn,0,0.53,0.0,1,0,0,38,71,67,102,0,3,19,49,12,15,7,7,18,33,19,36,1,2,Trevor Prangley,0,0.48,0.7,0,3,0,38,78,77,122,7,10,17,56,7,8,14,14,11,40,21,26,6,12,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/5f9d5ebe5ec28753,0,15.0,25-08-1975,73,74, Orthodox,185,24-08-1972,73,75, Orthodox,185
5041,5041,win,Sam Hoger,Jeff Newton,Light Heavyweight,SUB,Rear Naked Choke,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Sam Hoger,0,0.47,1.0,2,5,0,10,21,35,48,3,3,10,21,0,0,0,0,0,2,0,0,10,19,Jeff Newton,0,0.2,0.0,4,0,0,2,10,4,12,0,0,2,9,0,1,0,0,2,10,0,0,0,0,2,00:02:05,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/84c510ab7e764598,0,7.08,28-06-1980,74,0, Orthodox,205,11-12-1966,74,0, Sideways,205
5042,5042,win,Thiago Alves,Ansar Chalangov,Welterweight,KO/TKO,Punches,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Thiago Alves,0,0.72,1.0,0,2,0,8,11,9,12,1,1,5,8,2,2,1,1,2,2,2,2,4,7,Ansar Chalangov,0,1.0,0.0,2,1,1,2,2,2,2,0,2,1,1,0,0,1,1,0,0,1,1,1,1,1,00:02:25,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/678af75cb4c155a9,0,2.42,03-10-1983,69,70, Orthodox,170,30-10-1979,69,0, Orthodox,170
5043,5043,win,Nick Thompson,Keith Wisniewski,Welterweight,U-DEC,,0.0,19-11-2005,"Las Vegas, Nevada, USA",11926.0,Nick Thompson,0,0.44,1.0,3,7,3,48,107,108,170,1,1,31,89,14,15,3,3,13,55,6,15,29,37,Keith Wisniewski,0,0.35,0.6,0,3,1,14,40,23,49,3,5,9,35,4,4,1,1,7,27,3,8,4,5,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/57b5e8bda9447b77,0,15.0,23-06-1981,73,74, Orthodox,170,25-10-1981,72,75, Orthodox,170
5044,5044,win,Diego Sanchez,Nick Diaz,Welterweight,U-DEC,,0.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Diego Sanchez,0,0.43,0.45,1,3,0,41,95,65,123,5,11,29,82,12,13,0,0,3,9,3,5,35,81,Nick Diaz,0,0.38,0.4,1,0,1,13,34,118,144,2,5,13,34,0,0,0,0,6,21,5,8,2,5,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/2eb9b36c09c00d69,0,15.0,31-12-1981,61,72, Southpaw,170,02-08-1983,73,76, Southpaw,185
5045,5045,win,Rashad Evans,Brad Imes,Heavyweight,S-DEC,,1.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Rashad Evans,2,0.5,0.0,0,3,0,48,96,53,103,0,0,46,94,2,2,0,0,33,72,10,14,5,10,Brad Imes,0,0.25,0.66,1,2,0,42,164,45,168,2,3,34,149,8,15,0,0,27,124,12,36,3,4,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c22f4a7540cffdda,0,15.0,25-09-1979,72,75, Orthodox,205,13-03-1977,79,0, Orthodox,265
5046,5046,win,Joe Stevenson,Luke Cummo,Welterweight,U-DEC,,1.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Joe Stevenson,0,0.6,0.55,2,13,1,20,33,58,77,5,9,15,27,5,6,0,0,2,8,2,2,16,23,Luke Cummo,0,0.51,1.0,1,1,0,20,39,66,91,1,1,17,35,3,4,0,0,8,20,3,4,9,15,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/e364cd5772cfd27c,0,15.0,15-06-1982,67,70, Orthodox,145,27-04-1980,72,74, Orthodox,170
5047,5047,win,Kenny Florian,Kit Cope,Welterweight,SUB,Rear Naked Choke,0.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Kenny Florian,0,0.5,0.37,2,4,0,10,20,37,50,3,8,6,12,3,5,1,3,1,4,3,4,6,12,Kit Cope,0,0.53,0.0,0,0,0,8,15,11,19,0,0,6,13,1,1,1,1,1,5,5,7,2,3,2,00:00:37,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/19646a0c8baee966,0,5.62,26-05-1976,61,74, Southpaw,145,17-03-1977,72,0, Orthodox,170
5048,5048,win,Joshua Burkman,Sammy Morgan,Welterweight,KO/TKO,Slam,0.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Joshua Burkman,0,0.8,1.0,0,0,0,4,5,4,5,1,1,3,4,0,0,1,1,1,2,0,0,3,3,Sammy Morgan,0,0.5,0.0,0,0,0,1,2,1,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,00:00:21,3 Rnd (5-5-5),Jon Schorle,http://ufcstats.com/fight-details/e050c299ffa1f2d3,0,0.35,10-04-1980,61,72, Orthodox,170,28-09-1981,61,0, Orthodox,170
5049,5049,win,Melvin Guillard,Marcus Davis,Welterweight,KO/TKO,,0.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Melvin Guillard,0,0.48,1.0,1,3,0,19,39,21,41,3,3,16,34,1,2,2,3,5,15,0,0,14,24,Marcus Davis,0,0.18,0.0,0,0,0,3,16,67,85,0,1,3,14,0,0,0,2,1,13,0,0,2,3,2,00:02:55,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f846fd001397db45,0,7.92,30-03-1983,69,68, Orthodox,155,24-08-1973,61,70, Southpaw,170
5050,5050,win,Keith Jardine,Kerry Schall,Heavyweight,KO/TKO,Kicks,0.0,05-11-2005,"Las Vegas, Nevada, USA",1234.0,Keith Jardine,1,0.36,0.0,0,0,0,41,111,41,111,0,0,19,87,6,7,16,17,41,111,0,0,0,0,Kerry Schall,0,0.11,0.0,0,0,0,8,68,8,68,0,0,7,66,0,1,1,1,8,68,0,0,0,0,2,00:03:28,3 Rnd (5-5-5),Jon Schorle,http://ufcstats.com/fight-details/39c4f4a1aff68189,0,8.47,31-10-1975,74,76, Orthodox,185,09-08-1971,74,0, Orthodox,265
5051,5051,win,Andrei Arlovski,Paul Buentello,Heavyweight,KO/TKO,Punch,1.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Andrei Arlovski,1,0.33,0.0,0,0,0,2,6,2,6,0,0,2,6,0,0,0,0,2,6,0,0,0,0,Paul Buentello,0,0.33,0.0,0,0,0,1,3,1,3,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,00:00:15,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/1c45d0feab67364f,0,0.25,04-02-1979,75,77, Orthodox,240,16-01-1974,74,77, Orthodox,245
5052,5052,win,Branden Lee Hinkle,Sean Gannon,Heavyweight,KO/TKO,Punches,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Branden Lee Hinkle,0,0.71,0.5,3,4,0,27,38,40,52,1,2,20,31,7,7,0,0,0,0,2,2,25,36,Sean Gannon,0,0.0,0.0,0,0,0,0,3,8,12,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,00:04:14,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/f8a90f8a7beaa330,0,4.23,29-07-1973,75,0, Orthodox,235,0,75,0, Southpaw,265
5053,5053,win,Forrest Griffin,Elvis Sinosic,Light Heavyweight,KO/TKO,Punches,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Forrest Griffin,1,0.36,0.0,0,0,0,30,82,30,82,0,0,22,69,1,5,7,8,24,71,5,10,1,1,Elvis Sinosic,0,0.38,0.0,0,0,0,18,47,18,47,0,0,9,36,1,1,8,10,15,44,3,3,0,0,1,00:03:30,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/e917559aedf85a98,0,3.5,16-03-1979,75,77, Orthodox,205,13-02-1971,75,77, Orthodox,205
5054,5054,win,Renato Sobral,Chael Sonnen,Light Heavyweight,SUB,Triangle Choke,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Renato Sobral,0,0.64,0.66,3,0,0,11,17,15,21,4,6,6,12,3,3,2,2,4,5,5,8,2,4,Chael Sonnen,0,0.5,0.0,0,0,0,12,24,56,69,0,3,10,20,1,3,1,1,2,6,2,3,8,15,2,00:01:20,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/75926dd5b984aa06,0,6.33,07-09-1975,73,75, Orthodox,205,03-04-1977,73,74, Southpaw,205
5055,5055,win,Joe Riggs,Chris Lytle,Welterweight,KO/TKO,,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Joe Riggs,0,0.6,1.0,1,1,1,15,25,26,37,1,1,15,24,0,1,0,0,1,2,1,1,13,22,Chris Lytle,0,0.37,0.5,0,2,1,3,8,52,63,1,2,3,8,0,0,0,0,1,4,0,0,2,4,2,00:02:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f15be91b30b11e0c,0,7.0,23-09-1982,72,70, Southpaw,185,18-08-1974,61,68, Orthodox,170
5056,5056,win,Jorge Rivera,Dennis Hallman,Middleweight,U-DEC,,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Jorge Rivera,0,0.55,0.0,0,0,1,51,92,94,141,0,0,31,65,11,12,9,15,12,30,20,29,19,33,Dennis Hallman,0,0.41,0.16,2,1,0,12,29,15,32,1,6,7,22,4,5,1,2,3,11,9,18,0,0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/06a75406d3dd5cfd,0,15.0,28-02-1972,73,73, Orthodox,185,02-12-1975,69,72, Orthodox,155
5057,5057,win,Marcio Cruz,Keigo Kunihara,Heavyweight,SUB,Rear Naked Choke,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Marcio Cruz,0,0.42,0.0,1,1,0,12,28,19,36,0,2,2,18,1,1,9,9,11,27,1,1,0,0,Keigo Kunihara,0,0.1,0.4,1,1,0,1,10,10,20,2,5,1,8,0,1,0,1,0,8,0,0,1,2,2,00:01:02,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/fea1931b041cc5ff,0,6.03,24-04-1978,76,0, Orthodox,232,0,72,0, Orthodox,235
5058,5058,nc,Alessio Sakara,Ron Faircloth,Light Heavyweight,CNC,,0.0,07-10-2005,"Uncasville, Connecticut, USA",6000.0,Alessio Sakara,1,0.57,0.0,0,0,0,46,80,62,98,0,0,44,77,2,3,0,0,9,18,4,6,33,56,Ron Faircloth,0,0.4,0.0,0,0,0,2,5,17,21,0,0,0,2,1,1,1,2,2,4,0,1,0,0,2,00:00:10,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/2aa175f3ebffcdf2,99999,5.17,02-09-1981,72,72, Orthodox,185,16-08-1979,69,0, Orthodox,205
5059,5059,win,David Loiseau,Evan Tanner,Middleweight,KO/TKO,,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,David Loiseau,0,0.38,0.0,0,0,2,13,34,16,37,0,0,13,34,0,0,0,0,1,21,1,1,11,12,Evan Tanner,0,0.62,0.75,2,8,0,15,24,61,86,3,4,3,11,8,9,4,4,5,11,2,2,8,11,2,00:04:15,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/5521b9bb8f220993,0,9.25,17-12-1979,72,76, Orthodox,185,11-02-1971,72,74, Orthodox,185
5060,5060,win,Chris Leben,Edwin DeWees,Middleweight,SUB,Armbar,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Chris Leben,0,0.71,0.0,1,0,0,5,7,19,21,0,0,3,5,2,2,0,0,1,1,1,2,3,4,Edwin DeWees,0,0.71,1.0,2,1,0,5,7,13,15,1,1,1,2,2,3,2,2,3,3,2,4,0,0,1,00:03:26,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0731a4519d64df6d,0,3.43,21-07-1980,61,74, Southpaw,185,07-08-1982,73,0, Orthodox,185
5061,5061,win,Brandon Vera,Fabiano Scherner,Heavyweight,KO/TKO,Knee,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Brandon Vera,2,0.68,0.0,0,0,0,28,41,39,52,0,1,4,12,13,16,11,13,12,22,15,17,1,2,Fabiano Scherner,0,0.31,0.5,0,1,0,10,32,28,50,1,2,7,24,1,2,2,6,5,25,1,2,4,5,2,00:03:22,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/6ddabf12abd6fe25,0,8.37,10-10-1977,75,76, Orthodox,230,30-06-1972,75,0, Orthodox,257
5062,5062,win,Drew Fickett,Josh Koscheck,Welterweight,SUB,Rear Naked Choke,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Drew Fickett,1,0.29,0.0,3,1,0,5,17,33,45,0,0,3,13,0,1,2,3,3,15,2,2,0,0,Josh Koscheck,0,0.5,1.0,0,10,0,8,16,95,106,6,6,8,16,0,0,0,0,2,6,0,0,6,10,3,00:04:28,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16,0,14.47,14-12-1979,61,70, Orthodox,155,30-11-1977,61,73, Orthodox,170
5063,5063,win,Spencer Fisher,Thiago Alves,Welterweight,SUB,Triangle Choke,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Spencer Fisher,0,0.36,0.5,3,1,0,13,36,22,46,1,2,9,28,3,6,1,2,9,27,3,8,1,1,Thiago Alves,0,0.35,1.0,0,4,0,19,53,84,135,3,3,12,44,5,5,2,4,4,16,6,9,9,28,2,00:04:43,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/926091425f88d038,0,9.72,09-05-1976,67,70, Southpaw,155,03-10-1983,69,70, Orthodox,170
5064,5064,win,Jon Fitch,Brock Larson,Middleweight,U-DEC,,0.0,03-10-2005,"Las Vegas, Nevada, USA",911.0,Jon Fitch,0,0.51,0.71,2,4,0,25,49,146,170,5,7,19,42,4,4,2,3,5,13,4,7,16,29,Brock Larson,0,0.7,0.25,3,0,0,14,20,19,25,1,4,1,6,2,2,11,12,1,6,13,14,0,0,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/5f2240d94375f907,0,15.0,24-02-1978,72,76, Orthodox,170,23-08-1977,61,71, Southpaw,170
